Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
130,Chris Thompson,RB,28.351,2019-10-06,NFL,WAS,,NWE,L 7-33,5,5,Sun,7,5,17,3.40,0,71.4%,2.43
131,Robby Anderson,WR,26.150,2019-10-06,NFL,NYJ,@,PHI,L 6-31,4,5,Sun,3,1,16,16.00,0,33.3%,5.33
132,Giovani Bernard,HB,27.318,2019-10-06,NFL,CIN,,ARI,L 23-26,5,5,Sun,3,3,16,5.33,0,100.0%,5.33
133,Trey Burton,TE,27.342,2019-10-06,NFL,CHI,@,OAK,L 21-24,5,5,Sun,3,3,16,5.33,0,100.0%,5.33
134,J.P. Holtz,TE,26.039,2019-10-06,NFL,CHI,@,OAK,L 21-24,5,5,Sun,2,1,16,16.00,0,50.0%,8.00
135,Marlon Mack,RB,23.213,2019-10-06,NFL,IND,@,KAN,W 19-13,5,5,Sun,3,3,16,5.33,0,100.0%,5.33
136,Joe Mixon,HB,23.074,2019-10-06,NFL,CIN,,ARI,L 23-26,5,5,Sun,1,1,16,16.00,0,100.0%,16.00
137,C.J. Uzomah,TE,26.265,2019-10-06,NFL,CIN,,ARI,L 23-26,5,5,Sun,2,2,16,8.00,0,100.0%,8.00
138,Matt Breida,RB,24.221,2019-10-07,NFL,SFO,,CLE,W 31-3,4,5,Mon,3,3,15,5.00,1,100.0%,5.00
139,Damien Williams ,RB,27.186,2019-10-06,NFL,KAN,,IND,L 13-19,5,5,Sun,4,3,15,5.00,0,75.0%,3.75
140,Tyler Eifert,TE,29.028,2019-10-06,NFL,CIN,,ARI,L 23-26,5,5,Sun,4,2,14,7.00,0,50.0%,3.50
141,Paul Richardson ,WR,27.176,2019-10-06,NFL,WAS,,NWE,L 7-33,5,5,Sun,2,2,14,7.00,0,100.0%,7.00
142,Tavon Austin,WR,29.205,2019-10-06,NFL,DAL,,GNB,L 24-34,5,5,Sun,1,1,13,13.00,0,100.0%,13.00
143,Travis Benjamin,WR/PR,29.281,2019-10-06,NFL,LAC,,DEN,L 13-20,5,5,Sun,2,1,13,13.00,0,50.0%,6.50
144,Golden Tate,WR,31.065,2019-10-06,NFL,NYG,,MIN,L 10-28,5,5,Sun,6,3,13,4.33,0,50.0%,2.17
145,T.J. Yeldon,RB,26.004,2019-10-06,NFL,BUF,@,TEN,W 14-7,5,5,Sun,4,4,13,3.25,0,100.0%,3.25
146,Nick Chubb,RB,23.284,2019-10-07,NFL,CLE,@,SFO,L 3-31,5,5,Mon,1,1,12,12.00,0,100.0%,12.00
147,Russell Gage,WR,23.257,2019-10-06,NFL,ATL,@,HOU,L 32-53,5,5,Sun,2,1,12,12.00,0,50.0%,6.00
148,Dawson Knox,TE,22.336,2019-10-06,NFL,BUF,@,TEN,W 14-7,5,5,Sun,5,2,12,6.00,0,40.0%,2.40
149,Hunter Renfrow,WR,23.289,2019-10-06,NFL,OAK,,CHI,W 24-21,5,5,Sun,5,1,12,12.00,0,20.0%,2.40
150,Josh Reynolds,WR,24.229,2019-10-03,NFL,LAR,@,SEA,L 29-30,5,5,Thu,1,1,12,12.00,0,100.0%,12.00
151,Tajae Sharpe,WR,24.287,2019-10-06,NFL,TEN,,BUF,L 7-14,5,5,Sun,1,1,12,12.00,0,100.0%,12.00
152,Cameron Brate,TE,28.095,2019-10-06,NFL,TAM,@,NOR,L 24-31,5,5,Sun,1,1,11,11.00,0,100.0%,11.00
153,Keelan Doss,WR,23.199,2019-10-06,NFL,OAK,,CHI,W 24-21,5,5,Sun,2,2,11,5.50,0,100.0%,5.50
154,Dallas Goedert,TE,24.276,2019-10-06,NFL,PHI,,NYJ,W 31-6,5,5,Sun,3,1,11,11.00,0,33.3%,3.67
155,David Montgomery,RB,22.121,2019-10-06,NFL,CHI,@,OAK,L 21-24,5,5,Sun,1,1,11,11.00,0,100.0%,11.00
156,Dante Pettis,WR,23.349,2019-10-07,NFL,SFO,,CLE,W 31-3,4,5,Mon,3,1,11,11.00,0,33.3%,3.67
157,Jaylen Samuels,RB,23.078,2019-10-06,NFL,PIT,,BAL,L 23-26,5,5,Sun,4,3,11,3.67,0,75.0%,2.75
158,Bobo Wilson,WR,24.254,2019-10-06,NFL,TAM,@,NOR,L 24-31,5,5,Sun,2,1,11,11.00,0,50.0%,5.50
159,Mo Alie-Cox,TE,26.017,2019-10-06,NFL,IND,@,KAN,W 19-13,5,5,Sun,2,1,10,10.00,0,50.0%,5.00
160,Andrew Beck,FB/TE,23.144,2019-10-06,NFL,DEN,@,LAC,W 20-13,5,5,Sun,1,1,10,10.00,0,100.0%,10.00
161,Jamison Crowder,WR,26.111,2019-10-06,NFL,NYJ,@,PHI,L 6-31,4,5,Sun,3,2,10,5.00,0,66.7%,3.33
162,O.J. Howard ,TE,24.321,2019-10-06,NFL,TAM,@,NOR,L 24-31,5,5,Sun,2,1,10,10.00,0,50.0%,5.00
163,David Moore,WR,24.261,2019-10-03,NFL,SEA,,LAR,W 30-29,5,5,Thu,2,1,10,10.00,1,50.0%,5.00
164,Delanie Walker,TE,35.055,2019-10-06,NFL,TEN,,BUF,L 7-14,5,5,Sun,2,1,10,10.00,0,50.0%,5.00
165,Luke Willson,TE,29.261,2019-10-03,NFL,SEA,,LAR,W 30-29,5,5,Thu,1,1,10,10.00,0,100.0%,10.00
166,Frank Gore,RB,36.145,2019-10-06,NFL,BUF,@,TEN,W 14-7,5,5,Sun,2,2,9,4.50,0,100.0%,4.50
167,Jake Kumerow,WR,27.231,2019-10-06,NFL,GNB,@,DAL,W 34-24,5,5,Sun,2,1,9,9.00,0,50.0%,4.50
168,Elijhaa Penny,RB,26.050,2019-10-06,NFL,NYG,,MIN,L 10-28,5,5,Sun,1,1,9,9.00,0,100.0%,9.00
169,Emmanuel Sanders ,WR,32.203,2019-10-06,NFL,DEN,@,LAC,W 20-13,5,5,Sun,1,1,9,9.00,0,100.0%,9.00
170,Danny Vitale ,FB,25.348,2019-10-06,NFL,GNB,@,DAL,W 34-24,5,5,Sun,1,1,9,9.00,0,100.0%,9.00
171,Eric Ebron,TE,26.179,2019-10-06,NFL,IND,@,KAN,W 19-13,5,5,Sun,4,1,8,8.00,0,25.0%,2.00
172,Duke Johnson,RB,26.013,2019-10-06,NFL,HOU,,ATL,W 53-32,5,5,Sun,1,1,8,8.00,0,100.0%,8.00
173,Zach Pascal,WR,24.292,2019-10-06,NFL,IND,@,KAN,W 19-13,5,5,Sun,2,1,8,8.00,0,50.0%,4.00
174,Lee Smith,TE,31.319,2019-10-06,NFL,BUF,@,TEN,W 14-7,5,5,Sun,1,1,8,8.00,1,100.0%,8.00
175,Derek Watt,FB,26.333,2019-10-06,NFL,LAC,,DEN,L 13-20,5,5,Sun,1,1,8,8.00,0,100.0%,8.00
176,Ryquell Armstead,RB,22.341,2019-10-06,NFL,JAX,@,CAR,L 27-34,5,5,Sun,1,1,7,7.00,0,100.0%,7.00
177,Deon Cain,WR,23.058,2019-10-06,NFL,IND,@,KAN,W 19-13,5,5,Sun,1,1,7,7.00,0,100.0%,7.00
178,Alex Erickson ,WR,26.334,2019-10-06,NFL,CIN,,ARI,L 23-26,5,5,Sun,1,1,7,7.00,0,100.0%,7.00
179,Melvin Gordon,RB,26.176,2019-10-06,NFL,LAC,,DEN,L 13-20,5,5,Sun,6,4,7,1.75,0,66.7%,1.17
180,Maxx Williams,TE,25.177,2019-10-06,NFL,ARI,@,CIN,W 26-23,5,5,Sun,1,1,7,7.00,0,100.0%,7.00
181,Gus Edwards ,RB,24.176,2019-10-06,NFL,BAL,@,PIT,W 26-23,5,5,Sun,1,1,6,6.00,0,100.0%,6.00
182,Noah Fant,TE,21.320,2019-10-06,NFL,DEN,@,LAC,W 20-13,5,5,Sun,1,1,6,6.00,0,100.0%,6.00
183,Royce Freeman,RB,23.224,2019-10-06,NFL,DEN,@,LAC,W 20-13,5,5,Sun,2,2,6,3.00,0,100.0%,3.00
184,Todd Gurley,RB,25.061,2019-10-03,NFL,LAR,@,SEA,L 29-30,5,5,Thu,5,3,6,2.00,0,60.0%,1.20
185,D'Ernest Johnson,RB,23.222,2019-10-07,NFL,CLE,@,SFO,L 3-31,5,5,Mon,1,1,6,6.00,0,100.0%,6.00
186,Jakobi Meyers,WR,22.331,2019-10-06,NFL,NWE,@,WAS,W 33-7,5,5,Sun,2,1,6,6.00,0,50.0%,3.00
187,Stanley Morgan Jr.,WR,23.029,2019-10-06,NFL,CIN,,ARI,L 23-26,5,5,Sun,2,1,6,6.00,0,50.0%,3.00
188,Latavius Murray,RB,29.261,2019-10-06,NFL,NOR,,TAM,W 31-24,5,5,Sun,2,2,6,3.00,0,100.0%,3.00
189,Jarius Wright,WR,29.315,2019-10-06,NFL,CAR,,JAX,W 34-27,5,5,Sun,3,1,6,6.00,0,33.3%,2.00
190,Chris Carson,RB,25.017,2019-10-03,NFL,SEA,,LAR,W 30-29,5,5,Thu,2,1,5,5.00,1,50.0%,2.50
191,Virgil Green,TE,31.064,2019-10-06,NFL,LAC,,DEN,L 13-20,5,5,Sun,1,1,5,5.00,0,100.0%,5.00
192,Justin Hardy ,WR,27.292,2019-10-06,NFL,ATL,@,HOU,L 32-53,5,5,Sun,1,1,5,5.00,0,100.0%,5.00
193,Mark Ingram,RB,29.289,2019-10-06,NFL,BAL,@,PIT,W 26-23,5,5,Sun,2,2,5,2.50,0,100.0%,2.50
194,Jakob Johnson,FB,24.295,2019-10-06,NFL,NWE,@,WAS,W 33-7,5,5,Sun,2,1,5,5.00,0,50.0%,2.50
195,Marqise Lee ,WR,27.315,2019-10-06,NFL,JAX,@,CAR,L 27-34,5,5,Sun,2,1,5,5.00,0,50.0%,2.50
196,Alex Armah,FB,25.142,2019-10-06,NFL,CAR,,JAX,W 34-27,5,5,Sun,1,1,4,4.00,0,100.0%,4.00
197,Kelvin Harmon,WR,22.295,2019-10-06,NFL,WAS,,NWE,L 7-33,5,5,Sun,1,1,4,4.00,0,100.0%,4.00
198,Jon Hilliman,RB,23.326,2019-10-06,NFL,NYG,,MIN,L 10-28,5,5,Sun,2,1,4,4.00,0,50.0%,2.00
199,Kyle Rudolph ,TE,29.331,2019-10-06,NFL,MIN,@,NYG,W 28-10,5,5,Sun,1,1,4,4.00,0,100.0%,4.00
200,Geoff Swaim,TE,26.020,2019-10-06,NFL,JAX,@,CAR,L 27-34,5,5,Sun,1,1,4,4.00,0,100.0%,4.00
201,Rhett Ellison,TE,31.003,2019-10-06,NFL,NYG,,MIN,L 10-28,5,5,Sun,1,1,3,3.00,0,100.0%,3.00
202,Deebo Samuel,WR,23.265,2019-10-07,NFL,SFO,,CLE,W 31-3,4,5,Mon,3,1,3,3.00,0,33.3%,1.00
203,Ryan Griffin,TE,29.268,2019-10-06,NFL,NYJ,@,PHI,L 6-31,4,5,Sun,1,1,2,2.00,0,100.0%,2.00
204,Steven Sims,WR,22.189,2019-10-06,NFL,WAS,,NWE,L 7-33,5,5,Sun,3,2,1,0.50,0,66.7%,0.33
205,Demetrius Harris,TE,28.070,2019-10-07,NFL,CLE,@,SFO,L 3-31,5,5,Mon,2,1,0,0.00,0,50.0%,0.00
206,Peyton Barber,RB,25.221,2019-10-06,NFL,TAM,@,NOR,L 24-31,5,5,Sun,1,1,-1,-1.00,0,100.0%,-1.00
207,C.J. Ham,FB,26.076,2019-10-06,NFL,MIN,@,NYG,W 28-10,5,5,Sun,1,1,-1,-1.00,0,100.0%,-1.00
208,Ross Dwelley,TE,24.254,2019-10-07,NFL,SFO,,CLE,W 31-3,4,5,Mon,2,2,-3,-1.50,0,100.0%,-1.50
1,Stefon Diggs,WR,25.318,2019-10-13,NFL,MIN,,PHI,W 38-20,6,6,Sun,11,7,167,23.86,3,63.6%,15.18
2,Chris Godwin,WR,23.228,2019-10-13,NFL,TAM,,CAR,L 26-37,6,6,Sun,12,10,151,15.10,0,83.3%,12.58
3,Robby Anderson,WR,26.157,2019-10-13,NFL,NYJ,,DAL,W 24-22,5,6,Sun,8,5,125,25.00,1,62.5%,15.63
4,Kenny Golladay,WR,25.345,2019-10-14,NFL,DET,@,GNB,L 22-23,5,6,Mon,9,5,121,24.20,0,55.6%,13.44
5,Austin Hooper,TE,24.343,2019-10-13,NFL,ATL,@,ARI,L 33-34,6,6,Sun,8,8,117,14.63,1,100.0%,14.63
6,Julian Edelman,WR,33.141,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,15,9,113,12.56,0,60.0%,7.53
7,Julio Jones ,WR,30.247,2019-10-13,NFL,ATL,@,ARI,L 33-34,6,6,Sun,9,8,108,13.50,0,88.9%,12.00
8,George Kittle,TE,26.004,2019-10-13,NFL,SFO,@,LAR,W 20-7,5,6,Sun,8,8,103,12.88,0,100.0%,12.88
9,Golden Tate,WR,31.069,2019-10-10,NFL,NYG,@,NWE,L 14-35,6,6,Thu,9,6,102,17.00,1,66.7%,11.33
10,Odell Beckham Jr.,WR,26.342,2019-10-13,NFL,CLE,,SEA,L 28-32,6,6,Sun,11,6,101,16.83,0,54.5%,9.18
11,Hunter Henry ,TE,24.310,2019-10-13,NFL,LAC,,PIT,L 17-24,6,6,Sun,9,8,100,12.50,2,88.9%,11.11
12,Terry McLaurin ,WR,24.028,2019-10-13,NFL,WAS,@,MIA,W 17-16,6,6,Sun,7,4,100,25.00,2,57.1%,14.29
13,Mark Andrews,TE,23.037,2019-10-13,NFL,BAL,,CIN,W 23-17,6,6,Sun,8,6,99,16.50,0,75.0%,12.38
14,Jamison Crowder,WR,26.118,2019-10-13,NFL,NYJ,,DAL,W 24-22,5,6,Sun,9,6,98,16.33,0,66.7%,10.89
15,Mike Evans,WR,26.053,2019-10-13,NFL,TAM,,CAR,L 26-37,6,6,Sun,17,9,96,10.67,0,52.9%,5.65
16,Auden Tate,WR,22.252,2019-10-13,NFL,CIN,@,BAL,L 17-23,6,6,Sun,11,5,91,18.20,0,45.5%,8.27
17,Michael Thomas,WR,26.224,2019-10-13,NFL,NOR,@,JAX,W 13-6,6,6,Sun,12,8,89,11.13,0,66.7%,7.42
18,Miles Sanders ,RB,22.165,2019-10-13,NFL,PHI,@,MIN,L 20-38,6,6,Sun,3,3,86,28.67,1,100.0%,28.67
19,Tyreek Hill,WR,25.226,2019-10-13,NFL,KAN,,HOU,L 24-31,6,6,Sun,10,5,80,16.00,2,50.0%,8.00
20,James Conner,RB,24.161,2019-10-13,NFL,PIT,@,LAC,W 24-17,6,6,Sun,7,7,78,11.14,1,100.0%,11.14
21,Alshon Jeffery,WR,29.241,2019-10-13,NFL,PHI,@,MIN,L 20-38,6,6,Sun,12,10,76,7.60,1,83.3%,6.33
22,Courtland Sutton,WR,24.003,2019-10-13,NFL,DEN,,TEN,W 16-0,6,6,Sun,8,4,76,19.00,0,50.0%,9.50
23,Tyler Lockett,WR,27.015,2019-10-13,NFL,SEA,@,CLE,W 32-28,6,6,Sun,5,5,75,15.00,0,100.0%,15.00
24,D.J. Moore,WR,22.182,2019-10-13,NFL,CAR,@,TAM,W 37-26,6,6,Sun,10,7,73,10.43,0,70.0%,7.30
25,Mike Williams ,WR,25.009,2019-10-13,NFL,LAC,,PIT,L 17-24,6,6,Sun,10,5,72,14.40,0,50.0%,7.20
26,Curtis Samuel ,WR,23.063,2019-10-13,NFL,CAR,@,TAM,W 37-26,6,6,Sun,6,4,70,17.50,1,66.7%,11.67
27,Darren Fells,TE,33.174,2019-10-13,NFL,HOU,@,KAN,W 31-24,6,6,Sun,7,6,69,11.50,0,85.7%,9.86
28,Larry Fitzgerald,WR,36.043,2019-10-13,NFL,ARI,,ATL,W 34-33,6,6,Sun,8,6,69,11.50,0,75.0%,8.63
29,D.K. Metcalf,WR,21.303,2019-10-13,NFL,SEA,@,CLE,W 32-28,6,6,Sun,5,4,69,17.25,0,80.0%,13.80
30,David Johnson,RB,27.301,2019-10-13,NFL,ARI,,ATL,W 34-33,6,6,Sun,8,6,68,11.33,1,75.0%,8.50
31,Allen Lazard,WR,23.307,2019-10-14,NFL,GNB,,DET,W 23-22,6,6,Mon,5,4,65,16.25,1,80.0%,13.00
32,Tavon Austin,WR,29.212,2019-10-13,NFL,DAL,@,NYJ,L 22-24,6,6,Sun,6,5,64,12.80,0,83.3%,10.67
33,Demaryius Thomas,WR,31.292,2019-10-13,NFL,NYJ,,DAL,W 24-22,5,6,Sun,4,4,62,15.50,0,100.0%,15.50
34,Damiere Byrd ,WR,26.259,2019-10-13,NFL,ARI,,ATL,W 34-33,6,6,Sun,2,2,60,30.00,0,100.0%,30.00
35,Marvin Hall,WR,26.187,2019-10-14,NFL,DET,@,GNB,L 22-23,5,6,Mon,1,1,58,58.00,0,100.0%,58.00
36,Travis Kelce,TE,30.008,2019-10-13,NFL,KAN,,HOU,L 24-31,6,6,Sun,6,4,58,14.50,0,66.7%,9.67
37,Adam Thielen,WR,29.052,2019-10-13,NFL,MIN,,PHI,W 38-20,6,6,Sun,8,6,57,9.50,1,75.0%,7.13
38,Jason Witten,TE,37.160,2019-10-13,NFL,DAL,@,NYJ,L 22-24,6,6,Sun,7,5,57,11.40,0,71.4%,8.14
39,DeAndre Hopkins,WR,27.129,2019-10-13,NFL,HOU,@,KAN,W 31-24,6,6,Sun,12,9,55,6.11,0,75.0%,4.58
40,Zach Ertz,TE,28.337,2019-10-13,NFL,PHI,@,MIN,L 20-38,6,6,Sun,9,4,54,13.50,0,44.4%,6.00
41,Jakobi Meyers,WR,22.335,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,4,4,54,13.50,0,100.0%,13.50
42,Dede Westbrook,WR,25.326,2019-10-13,NFL,JAX,,NOR,L 6-13,6,6,Sun,8,3,53,17.67,0,37.5%,6.63
43,Greg Olsen,TE,34.216,2019-10-13,NFL,CAR,@,TAM,W 37-26,6,6,Sun,7,4,52,13.00,0,57.1%,7.43
44,Darrel Williams,RB,24.181,2019-10-13,NFL,KAN,,HOU,L 24-31,6,6,Sun,2,1,52,52.00,0,50.0%,26.00
45,Mike Gesicki,TE,24.010,2019-10-13,NFL,MIA,,WAS,L 16-17,5,6,Sun,7,3,51,17.00,0,42.9%,7.29
46,Marcedes Lewis,TE,35.148,2019-10-14,NFL,GNB,,DET,W 23-22,6,6,Mon,2,2,50,25.00,0,100.0%,25.00
47,Ezekiel Elliott,RB,24.083,2019-10-13,NFL,DAL,@,NYJ,L 22-24,6,6,Sun,6,5,48,9.60,0,83.3%,8.00
48,Michael Gallup,WR,23.192,2019-10-13,NFL,DAL,@,NYJ,L 22-24,6,6,Sun,7,4,48,12.00,0,57.1%,6.86
49,Dallas Goedert,TE,24.283,2019-10-13,NFL,PHI,@,MIN,L 20-38,6,6,Sun,8,5,48,9.60,0,62.5%,6.00
50,Calvin Ridley,WR,24.297,2019-10-13,NFL,ATL,@,ARI,L 33-34,6,6,Sun,6,4,48,12.00,1,66.7%,8.00
51,Marquez Valdes-Scantling,WR,25.004,2019-10-14,NFL,GNB,,DET,W 23-22,6,6,Mon,2,2,48,24.00,0,100.0%,24.00
52,Cameron Brate,TE,28.102,2019-10-13,NFL,TAM,,CAR,L 26-37,6,6,Sun,4,2,47,23.50,1,50.0%,11.75
53,Alex Erickson ,WR,26.341,2019-10-13,NFL,CIN,@,BAL,L 17-23,6,6,Sun,6,4,47,11.75,0,66.7%,7.83
54,Adam Humphries,WR,26.111,2019-10-13,NFL,TEN,@,DEN,L 0-16,6,6,Sun,6,6,47,7.83,0,100.0%,7.83
55,Ricky Seals-Jones,TE,24.212,2019-10-13,NFL,CLE,,SEA,L 28-32,6,6,Sun,6,3,47,15.67,1,50.0%,7.83
56,Leonard Fournette ,RB,24.268,2019-10-13,NFL,JAX,,NOR,L 6-13,6,6,Sun,6,6,46,7.67,0,100.0%,7.67
57,James White ,RB,27.249,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,9,9,46,5.11,0,100.0%,5.11
58,Cedrick Wilson,WR,23.327,2019-10-13,NFL,DAL,@,NYJ,L 22-24,6,6,Sun,6,5,46,9.20,0,83.3%,7.67
59,Mecole Hardman,WR,21.215,2019-10-13,NFL,KAN,,HOU,L 24-31,6,6,Sun,4,4,45,11.25,0,100.0%,11.25
60,Dante Pettis,WR,23.355,2019-10-13,NFL,SFO,@,LAR,W 20-7,5,6,Sun,6,3,45,15.00,0,50.0%,7.50
61,Will Fuller,WR,25.180,2019-10-13,NFL,HOU,@,KAN,W 31-24,6,6,Sun,9,5,44,8.80,0,55.6%,4.89
62,DJ Chark,WR,23.020,2019-10-13,NFL,JAX,,NOR,L 6-13,6,6,Sun,7,3,43,14.33,0,42.9%,6.14
63,Jason Moore,WR,24.112,2019-10-13,NFL,LAC,,PIT,L 17-24,6,6,Sun,2,2,43,21.50,0,100.0%,21.50
64,Delanie Walker,TE,35.062,2019-10-13,NFL,TEN,@,DEN,L 0-16,6,6,Sun,6,3,43,14.33,0,50.0%,7.17
65,Mark Walton,RB,22.198,2019-10-13,NFL,MIA,,WAS,L 16-17,5,6,Sun,6,5,43,8.60,0,83.3%,7.17
66,Nelson Agholor,WR,26.142,2019-10-13,NFL,PHI,@,MIN,L 20-38,6,6,Sun,7,4,42,10.50,0,57.1%,6.00
67,Royce Freeman,RB,23.231,2019-10-13,NFL,DEN,,TEN,W 16-0,6,6,Sun,5,5,42,8.40,0,100.0%,8.40
68,Geronimo Allison,WR,25.269,2019-10-14,NFL,GNB,,DET,W 23-22,6,6,Mon,7,3,40,13.33,0,42.9%,5.71
69,Jordan Akins,TE,27.177,2019-10-13,NFL,HOU,@,KAN,W 31-24,6,6,Sun,3,3,39,13.00,0,100.0%,13.00
70,Keke Coutee,WR,22.272,2019-10-13,NFL,HOU,@,KAN,W 31-24,6,6,Sun,6,4,39,9.75,0,66.7%,6.50
71,Scott Miller,WR,22.074,2019-10-13,NFL,TAM,,CAR,L 26-37,6,6,Sun,7,3,39,13.00,0,42.9%,5.57
72,Trent Sherfield,WR,23.229,2019-10-13,NFL,ARI,,ATL,W 34-33,6,6,Sun,1,1,38,38.00,0,100.0%,38.00
73,Jared Cook,TE,32.189,2019-10-13,NFL,NOR,@,JAX,W 13-6,6,6,Sun,3,3,37,12.33,1,100.0%,12.33
74,Corey Davis ,WR,24.275,2019-10-13,NFL,TEN,@,DEN,L 0-16,6,6,Sun,5,3,36,12.00,0,60.0%,7.20
75,Ted Ginn Jr.,WR,34.184,2019-10-13,NFL,NOR,@,JAX,W 13-6,6,6,Sun,6,2,36,18.00,0,33.3%,6.00
76,Jarvis Landry,WR,26.319,2019-10-13,NFL,CLE,,SEA,L 28-32,6,6,Sun,5,3,36,12.00,0,60.0%,7.20
77,David Moore,WR,24.271,2019-10-13,NFL,SEA,@,CLE,W 32-28,6,6,Sun,4,3,36,12.00,0,75.0%,9.00
78,Kyle Rudolph ,TE,29.338,2019-10-13,NFL,MIN,,PHI,W 38-20,6,6,Sun,3,3,36,12.00,0,100.0%,12.00
79,Chris Carson,RB,25.027,2019-10-13,NFL,SEA,@,CLE,W 32-28,6,6,Sun,4,4,35,8.75,0,100.0%,8.75
80,O.J. Howard ,TE,24.328,2019-10-13,NFL,TAM,,CAR,L 26-37,6,6,Sun,4,2,35,17.50,0,50.0%,8.75
81,Alvin Kamara,RB,24.080,2019-10-13,NFL,NOR,@,JAX,W 13-6,6,6,Sun,8,7,35,5.00,0,87.5%,4.38
82,Latavius Murray,RB,29.268,2019-10-13,NFL,NOR,@,JAX,W 13-6,6,6,Sun,3,3,35,11.67,0,100.0%,11.67
83,Gunner Olszewski,WR,22.318,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,3,2,34,17.00,0,66.7%,11.33
84,Maxx Williams,TE,25.184,2019-10-13,NFL,ARI,,ATL,W 34-33,6,6,Sun,3,3,34,11.33,1,100.0%,11.33
85,Keenan Allen,WR,27.169,2019-10-13,NFL,LAC,,PIT,L 17-24,6,6,Sun,6,2,33,16.50,0,33.3%,5.50
86,Chase Edmonds,RB,23.183,2019-10-13,NFL,ARI,,ATL,W 34-33,6,6,Sun,2,2,33,16.50,1,100.0%,16.50
87,Darius Slayton,WR,22.271,2019-10-10,NFL,NYG,@,NWE,L 14-35,6,6,Thu,8,3,32,10.67,0,37.5%,4.00
88,Jamaal Williams,RB,24.194,2019-10-14,NFL,GNB,,DET,W 23-22,6,6,Mon,5,4,32,8.00,1,80.0%,6.40
89,Ryan Izzo,TE,23.293,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,4,2,31,15.50,0,50.0%,7.75
90,Preston Williams,WR,22.200,2019-10-13,NFL,MIA,,WAS,L 16-17,5,6,Sun,6,2,31,15.50,0,33.3%,5.17
91,Kenyan Drake,RB,25.260,2019-10-13,NFL,MIA,,WAS,L 16-17,5,6,Sun,9,6,30,5.00,0,66.7%,3.33
92,Rhett Ellison,TE,31.007,2019-10-10,NFL,NYG,@,NWE,L 14-35,6,6,Thu,7,3,30,10.00,0,42.9%,4.29
93,Devonta Freeman ,RB,27.212,2019-10-13,NFL,ATL,@,ARI,L 33-34,6,6,Sun,3,3,30,10.00,2,100.0%,10.00
94,Melvin Gordon,RB,26.183,2019-10-13,NFL,LAC,,PIT,L 17-24,6,6,Sun,4,3,30,10.00,0,75.0%,7.50
95,Jaron Brown,WR,29.278,2019-10-13,NFL,SEA,@,CLE,W 32-28,6,6,Sun,5,3,29,9.67,2,60.0%,5.80
96,Joe Mixon,HB,23.081,2019-10-13,NFL,CIN,@,BAL,L 17-23,6,6,Sun,3,2,29,14.50,0,66.7%,9.67
97,Mohamed Sanu,WR,30.052,2019-10-13,NFL,ATL,@,ARI,L 33-34,6,6,Sun,4,3,29,9.67,0,75.0%,7.25
98,Irv Smith Jr.,TE,21.065,2019-10-13,NFL,MIN,,PHI,W 38-20,6,6,Sun,2,2,29,14.50,0,100.0%,14.50
99,Miles Boykin,WR,23.001,2019-10-13,NFL,BAL,,CIN,W 23-17,6,6,Sun,3,2,28,14.00,0,66.7%,9.33
100,Ryan Griffin,TE,29.275,2019-10-13,NFL,NYJ,,DAL,W 24-22,5,6,Sun,3,3,28,9.33,1,100.0%,9.33
101,DeVante Parker,WR,26.266,2019-10-13,NFL,MIA,,WAS,L 16-17,5,6,Sun,4,3,28,9.33,1,75.0%,7.00
102,Matt Breida,RB,24.227,2019-10-13,NFL,SFO,@,LAR,W 20-7,5,6,Sun,4,4,27,6.75,0,100.0%,6.75
103,Kerryon Johnson,RB,22.106,2019-10-14,NFL,DET,@,GNB,L 22-23,5,6,Mon,4,2,27,13.50,0,50.0%,6.75
104,Sony Michel,RB,24.235,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,3,2,27,13.50,0,66.7%,9.00
105,Christian McCaffrey ,RB,23.128,2019-10-13,NFL,CAR,@,TAM,W 37-26,6,6,Sun,5,4,26,6.50,1,80.0%,5.20
106,C.J. Uzomah,TE,26.272,2019-10-13,NFL,CIN,@,BAL,L 17-23,6,6,Sun,3,2,26,13.00,0,66.7%,8.67
107,Anthony Firkser,TE,24.236,2019-10-13,NFL,TEN,@,DEN,L 0-16,6,6,Sun,1,1,25,25.00,0,100.0%,25.00
108,DaeSean Hamilton,WR,24.217,2019-10-13,NFL,DEN,,TEN,W 16-0,6,6,Sun,2,2,25,12.50,0,100.0%,12.50
109,Tyler Higbee,TE,26.285,2019-10-13,NFL,LAR,,SFO,L 7-20,6,6,Sun,3,3,25,8.33,0,100.0%,8.33
110,Byron Pringle,WR,25.330,2019-10-13,NFL,KAN,,HOU,L 24-31,6,6,Sun,4,2,24,12.00,0,50.0%,6.00
111,Jeremy Sprinkle,TE,25.064,2019-10-13,NFL,WAS,@,MIA,W 17-16,6,6,Sun,3,2,24,12.00,0,66.7%,8.00
